"school_code","school_name","school_address1","school_address2","school_city","school_province","school_postal_code","school_phone","school_fax","school_email","school_website","ecstaught","elementary_taught","junior_high_taught","senior_high_taught","authority_type","latitude","longitude","authority_code","authority_name","authority_address1","authority_address2","authority_city","authority_province","authority_postal_code","authority_telephone","authority_fax","authority_e_mail","authority_website","offer_school_home_education","offer_school_home_education_blended","offer_school_online","offer_school_outreach","school_updated","school_authority_code","ecs","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12","total","start_year","end_year","enrollment_updated"
"7063","M. E. LaZerte School","6804 - 144 Avenue","","Edmonton","AB","T5C3C7","(780) 408-9800","(780) 472-0058","melazerte@epsb.ca","http://www.melazerte.com","0","0","0","0","Public","53.605900076724","-113.44430513492","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","0","0","0","0","0","0","0","0","0","0","-10","4","-5","-11","2012","2015","2017-03-20 20:24:32"
"7066","Old Scona School","10523 - 84 Avenue","","Edmonton","AB","T6E2H5","(780) 433-0627","(780) 433-4994","oldscona@epsb.ca","http://oldscona.epsb.ca","0","0","0","0","Public","53.5197042","-113.50195","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","0","0","0","0","0","0","0","0","0","0","14","10","-23","1","2012","2015","2017-03-20 20:24:32"
"7071","Jasper Place School","8950 - 163 Street","","Edmonton","AB","T5R2P2","(780) 408-9000","(780) 486-1984","jasper@epsb.ca","http://jasperplace.ca","0","0","0","0","Public","53.525198661179","-113.60458008679","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","0","0","0","0","0","0","0","0","0","0","31","65","17","113","2012","2015","2017-03-20 20:24:32"
"7075","J Percy Page School","2707 Millwoods Road N.W.","","Edmonton","AB","T6K4A6","(780) 462-3322","(780) 462-7803","jpercypage@epsb.ca","http://jpercypage.com","0","0","0","0","Public","53.456447926627","-113.4469699791","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","0","0","0","0","0","0","0","0","0","0","19","-51","54","22","2012","2015","2017-03-20 20:24:32"
"7090","Metro Continuing Education","7835 76 Avenue NW","","Edmonton","AB","T6C2N1","(780) 428-1111","(780) 428-1112","metro@epsb.ca","http://metrocontinuingeducation.ca","0","0","0","0","Public","53.5114423","-113.4484099","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","0","0","0","0","0","0","0","0","0","0","-202","-3","224","19","2012","2015","2017-03-20 20:24:32"
"7100","Abbott School","12045 - 34 Street","","Edmonton","AB","T5W1Z5","(780) 477-7310","(780) 471-5281","abbott@epsb.ca","http://abbott.epsb.ca","0","0","0","0","Public","53.574408687272","-113.39286335079","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","13","-18","11","-9","-9","-20","11","0","0","0","0","0","0","-21","2012","2015","2017-03-20 20:24:32"
"7104","Athlone School","12940 - 129 Street","","Edmonton","AB","T5L1J3","(780) 455-5823","(780) 455-6469","athlone@epsb.ca","","0","0","0","0","Public","53.588525579329","-113.54476779497","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-1","-4","1","-11","-6","0","-4","0","0","0","0","0","0","-25","2012","2015","2017-03-20 20:24:32"
"7106","Beacon Heights School","4610 - 121 Avenue","","Edmonton","AB","T5W1M8","(780) 479-4038","(780) 471-0896","beacon@epsb.ca","http://beaconheights.epsb.ca","0","0","0","0","Public","53.575617185251","-113.41391994512","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","13","-2","3","8","2","-4","-10","0","0","0","0","0","0","10","2012","2015","2017-03-20 20:24:32"
"7107","Belgravia School","11605 - 74 Avenue","","Edmonton","AB","T6G0G1","(780) 435-5560","(780) 436-9137","belgravia@epsb.ca","http://belgravia.epsb.ca","0","0","0","0","Public","53.510040449993","-113.53141942195","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-2","-3","3","-12","-4","0","11","0","0","0","0","0","0","-7","2012","2015","2017-03-20 20:24:32"
"7109","Belvedere School","13359 - 62 Street","","Edmonton","AB","T5A0V5","(780) 476-2022","(780) 478-4088","belvedere@epsb.ca","","0","0","0","0","Public","53.595045270773","-113.43611295107","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","22","14","14","8","-1","4","3","0","0","0","0","0","0","64","2012","2015","2017-03-20 20:24:32"
"7113","Calder School","12950 - 118 Street","","Edmonton","AB","T5E5L2","(780) 454-4313","(780) 451-4272","calder@epsb.ca","","0","0","0","0","Public","53.588889216561","-113.52558413492","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","31","32","17","4","-4","0","-7","0","0","0","0","0","0","73","2012","2015","2017-03-20 20:24:32"
"7115","Coronation School","10925 - 139 Street","","Edmonton","AB","T5M1P8","(780) 455-2008","(780) 455-8717","coronation@epsb.ca","http://coronation.epsb.ca","0","0","0","0","Public","53.555080626538","-113.56079613625","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-7","8","20","16","0","-5","9","0","0","0","0","0","0","41","2012","2015","2017-03-20 20:24:32"
"7118","Delton School","12126 - 89 Street","","Edmonton","AB","T5B3W4","(780) 477-8742","(780) 479-7553","delton@epsb.ca","http://delton.epsb.ca","0","0","0","0","Public","53.5759332","-113.4784126","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","10","-3","-9","-5","1","12","-9","0","0","0","0","-1","0","-4","2012","2015","2017-03-20 20:24:32"
"7121","Dovercourt School","13910 - 122 Avenue","","Edmonton","AB","T5L2W3","(780) 455-6171","(780) 455-8203","dovercourt@epsb.ca","http://dovercourt.epsb.ca","0","0","0","0","Public","53.574638845881","-113.5625174676","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-13","9","5","2","15","2","10","0","0","0","0","0","0","30","2012","2015","2017-03-20 20:24:33"
"7123","Forest Heights School","10304 - 81 Street","","Edmonton","AB","T6A3X4","(780) 466-0312","(780) 469-8243","forest@epsb.ca","http://forestheights.epsb.ca","0","0","0","0","Public","53.544751","-113.453247","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","9","8","-2","3","-13","-1","-12","0","0","0","0","0","0","-8","2012","2015","2017-03-20 20:24:33"
"7126","Glenora School","13520 - 102 Avenue","","Edmonton","AB","T5N0N7","(780) 452-4740","(780) 452-3151","glenora@epsb.ca","http://glenora.epsb.ca","0","0","0","0","Public","53.5438339","-113.555479","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-9","1","3","15","-1","-12","-5","0","0","0","0","0","0","-8","2012","2015","2017-03-20 20:24:33"
"7127","Gold Bar School","10524 - 46 Street","","Edmonton","AB","T6A1Y3","(780) 466-4116","(780) 448-0429","goldbar@epsb.ca","","0","0","0","0","Public","53.5494989","-113.41337","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-4","4","2","4","-1","-9","-8","0","0","0","0","0","0","-12","2012","2015","2017-03-20 20:24:33"
"7128","Grandview Heights School","6225 - 127 Street","","Edmonton","AB","T6H3W8","(780) 434-1502","(780) 436-7822","grandview@epsb.ca","http://grandview.epsb.ca","0","0","0","0","Public","53.499504","-113.547048","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","0","5","5","5","3","5","3","0","-9","8","0","0","0","25","2012","2015","2017-03-20 20:24:33"
"7129","Grovenor School","10345 - 144 Street","","Edmonton","AB","T5N2V3","(780) 455-0832","(780) 447-1198","grovenor@epsb.ca","http://grovenor@epsb.ca","0","0","0","0","Public","53.545160249756","-113.56840498413","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-4","0","2","4","8","7","8","0","0","0","0","0","0","25","2012","2015","2017-03-20 20:24:33"
"7132","Hazeldean School","6715 - 97 Street","","Edmonton","AB","T6E3J9","(780) 433-7583","(780) 439-5404","hazeldean@epsb.ca","http://hazeldean.epsb.ca","0","0","0","0","Public","53.504194","-113.47867","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","1","4","8","2","-1","-3","-9","0","0","0","0","0","0","2","2012","2015","2017-03-20 20:24:33"
"7136","Inglewood School","11515 - 127 Street","","Edmonton","AB","T5M0V4","(780) 455-4673","(780) 453-3384","inglewood@epsb.ca","http://inglewood.epsb.ca","0","0","0","0","Public","53.566142686682","-113.54044094247","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","3","0","9","12","3","-7","-14","0","0","0","0","0","0","6","2012","2015","2017-03-20 20:24:33"
"7137","Kensington School","13410 - 119 Street","","Edmonton","AB","T5E5N1","(780) 455-1836","(780) 452-4249","kensington@epsb.ca","http://kensington.epsb.ca","0","0","0","0","Public","53.5953134","-113.5275504","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-22","-8","-2","10","-4","8","-7","0","0","0","0","0","0","-25","2012","2015","2017-03-20 20:24:33"
"7138","Kildare School","7525 - 144 Avenue","","Edmonton","AB","T5C2R8","(780) 476-5675","(780) 472-8177","kildare@epsb.ca","http://kildare.epsb.ca","0","0","0","0","Public","53.606404382732","-113.45700364816","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","3","2","4","3","-4","-7","-7","0","0","0","0","0","0","-6","2012","2015","2017-03-20 20:24:33"
"7141","Lauderdale School","10610 - 129 Avenue","","Edmonton","AB","T5E4V6","(780) 475-8737","(780) 475-9133","lauderdale@epsb.ca","http://lauderdale.epsb.ca","0","0","0","0","Public","53.588305","-113.502342","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-1","-3","11","11","-6","-9","-13","0","0","0","0","0","0","-10","2012","2015","2017-03-20 20:24:33"
"7143","McArthur School","13535 - 134 Street","","Edmonton","AB","T5L1W3","(780) 455-2728","(780) 453-3627","mcarthur@epsb.ca","http://mcarthur.epsb.ca","0","0","0","0","Public","53.597680119988","-113.55120980622","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","7","6","9","-3","-8","19","6","0","0","0","0","0","0","36","2012","2015","2017-03-20 20:24:33"
"7146","Brookside School","5504 - 143 Street","","Edmonton","AB","T6H4E5","(780) 434-0464","(780) 439-6731","brookside@epsb.ca","http://brookside.epsb.ca","0","0","0","0","Public","53.4922593","-113.5681026","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","28","44","19","24","8","19","24","0","0","0","0","0","0","166","2012","2015","2017-03-20 20:24:33"
"7149","Mee-Yah-Noh School","9228 - 128 A Ave","","Edmonton","AB","T5E0J8","(780) 475-1929","(780) 478-1069","meeyahnoh@epsb.ca","http://meeyahnoh.epsb.ca","0","0","0","0","Public","53.587396309876","-113.48421815847","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-5","-11","3","4","7","-11","-5","0","0","0","0","0","0","-18","2012","2015","2017-03-20 20:24:33"
"7150","Mill Creek School","9735 - 80 Avenue","","Edmonton","AB","T6E1S8","(780) 433-5746","(780) 439-7394","millcreek@epsb.ca","http://millcreek.epsb.ca","0","0","0","0","Public","53.5154123","-113.4812863","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-8","19","-1","25","-11","19","12","0","0","0","0","0","0","55","2012","2015","2017-03-20 20:24:33"
"7151","Montrose School","11931 - 62 Street","","Edmonton","AB","T5W4C7","(780) 471-2358","(780) 447-2881","montrose@epsb.ca","http://montrose.epsb.ca","0","0","0","0","Public","53.572699349708","-113.43608430688","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","8","0","0","-4","-8","-15","-9","0","0","0","0","0","0","-28","2012","2015","2017-03-20 20:24:33"
"7153","Mount Royal School","11303 - 55 Street","","Edmonton","AB","T5W3P6","(780) 477-8202","(780) 471-4621","mountroyal@epsb.ca","http://mountroyalvirginiapark.epsb.ca","0","0","0","0","Public","53.568869858884","-113.4253704762","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-5","-2","7","13","26","11","16","0","0","0","0","0","0","66","2012","2015","2017-03-20 20:24:33"
"7156","Norwood School","9520 - 111 Avenue","","Edmonton","AB","T5G0A6","(780) 477-1002","(780) 474-1378","norwood@epsb.ca","http://norwood.epsb.ca","0","0","0","0","Public","53.560499","-113.487872","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","7","23","14","13","7","8","4","0","0","0","0","0","0","76","2012","2015","2017-03-20 20:24:33"
"7161","Prince Charles School","12325 - 127 Street","","Edmonton","AB","T5L0Z9","(780) 455-5533","(780) 453-1525","pcharles@epsb.ca","http://princecharles.epsb.ca","0","0","0","0","Public","53.578600439095","-113.54025039154","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-1","1","1","8","10","14","1","0","0","0","0","0","0","34","2012","2015","2017-03-20 20:24:33"
"7164","Queen Alexandra School","7730 - 106 Street","","Edmonton","AB","T6E4W3","(780) 439-2516","(780) 433-5510","queenalex@epsb.ca","http://queenalexandra.epsb.ca","0","0","0","0","Public","53.513781327194","-113.50456259259","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","3","3","1","3","-2","14","5","0","0","0","0","0","0","27","2012","2015","2017-03-20 20:24:33"
"7168","Riverdale School","8901 - 101 Avenue","","Edmonton","AB","T5H0B1","(780) 425-7600","(780) 423-2799","riverdale@epsb.ca","http://riverdale.epsb.ca","0","0","0","0","Public","53.543273","-113.468262","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","8","-9","16","-1","10","-5","0","0","0","0","0","0","0","19","2012","2015","2017-03-20 20:24:33"
"7170","Rutherford School","8620 - 91 Street","","Edmonton","AB","T6C3N2","(780) 466-2891","(780) 468-2254","rutherford@epsb.ca","http://rutherford.epsb.ca","0","0","0","0","Public","53.5222906","-113.4687339","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","11","18","4","1","2","7","2","0","0","0","0","0","0","45","2012","2015","2017-03-20 20:24:33"
"7171","Scott Robertson School","13515 - 107 Street","","Edmonton","AB","T5E4W3","(780) 475-3565","(780) 472-9235","srobertson@epsb.ca","http://scottrobertson@epsb.ca","0","0","0","0","Public","53.5967199","-113.5043156","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","37","-4","0","4","2","5","0","0","0","0","0","0","0","44","2012","2015","2017-03-20 20:24:33"
"7176","Patricia Heights School","16216 - 78 Avenue","","Edmonton","AB","T5R3E6","(780) 487-0550","(780) 489-5718","patriciah@epsb.ca","http://patheights.epsb.ca","0","0","0","0","Public","53.5112","-113.604341","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","3","9","1","7","5","17","-7","0","0","0","0","0","0","35","2012","2015","2017-03-20 20:24:33"
"7177","Virginia Park School","7324 - 109 Avenue","","Edmonton","AB","T5B0A1","(780) 477-8152","(780) 479-1615","virginia@epsb.ca","http://mountroyalvirginiapark.epsb.ca","0","0","0","0","Public","53.5603729","-113.4484076","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-6","2","13","9","-2","-1","4","0","0","0","0","0","0","19","2012","2015","2017-03-20 20:24:33"
"7178","Greenfield School","3735 - 114 Street","","Edmonton","AB","T6J2G6","(780) 434-8581","(780) 435-1303","greenfield@epsb.ca","http://greenfield.epsb.ca","0","0","0","0","Public","53.472387757235","-113.52683092296","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","4","16","11","21","1","-1","-17","0","0","0","0","0","0","35","2012","2015","2017-03-20 20:24:33"
"7180","Lansdowne School","12323 - 51 Avenue","","Edmonton","AB","T6H0M6","(780) 434-3160","(780) 438-4566","lansdowne@epsb.ca","http://lansdowne.epsb.ca","0","0","0","0","Public","53.487770086812","-113.54526974736","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","11","25","19","10","18","13","17","0","0","0","0","0","0","113","2012","2015","2017-03-20 20:24:33"
"7182","Windsor Park School","8720 - 118 Street","","Edmonton","AB","T6G1T5","(780) 433-3924","(780) 433-8523","windsor@epsb.ca","http://altadel.com/windsorparkschool","0","0","0","0","Public","53.524097","-113.53496","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-1","-4","-2","1","1","2","6","0","0","0","0","0","0","3","2012","2015","2017-03-20 20:24:33"
"7184","Glengarry School","9211 - 135 Avenue","","Edmonton","AB","T5E1N7","(780) 476-5373","(780) 473-3824","glengarry@epsb.ca","http://glengarry.epsb.ca","0","0","0","0","Public","53.596304077027","-113.48413260713","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-11","-4","8","-5","-12","-13","19","0","0","0","0","0","0","-18","2012","2015","2017-03-20 20:24:33"
"7185","Lendrum School","11330 - 54 Avenue","","Edmonton","AB","T6H0V7","(780) 434-3588","(780) 438-0628","lendrum@epsb.ca","http://lendrum.epsb.ca","0","0","0","0","Public","53.491103567418","-113.52231625264","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","23","27","13","23","13","13","12","0","0","0","0","0","0","124","2012","2015","2017-03-20 20:24:33"
"7186","Malmo School","4716 - 115 Street","","Edmonton","AB","T6H3N8","(780) 434-1362","(780) 438-5711","malmo@epsb.ca","http://malmo.epsb.ca","0","0","0","0","Public","53.485013676199","-113.52936414603","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-1","-5","2","0","-5","-9","6","0","0","0","0","0","0","-12","2012","2015","2017-03-20 20:24:33"
"7187","Princeton School","7720 - 130 Avenue","","Edmonton","AB","T5C1Y2","(780) 476-2344","(780) 448-0377","princeton@epsb.ca","http://princeton.epsb.ca","0","0","0","0","Public","53.58964523411","-113.45948418916","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","12","12","0","3","7","0","-11","0","0","0","0","0","0","23","2012","2015","2017-03-20 20:24:33"
"7188","J A Fife School","15004 - 76 Street","","Edmonton","AB","T5C1C2","(780) 476-0775","(780) 473-8258","jafife@epsb.ca","http://jafife.epsb.ca","0","0","0","0","Public","53.611691094983","-113.46081174471","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","13","14","28","25","12","13","-4","0","0","0","0","0","0","101","2012","2015","2017-03-20 20:24:33"
"7189","Waverley School","6825 - 89 Avenue","","Edmonton","AB","T6B0N3","(780) 469-6682","(780) 465-3219","waverley@epsb.ca","http://waverley.epsb.ca","0","0","0","0","Public","53.5239572","-113.4333034","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","35","12","18","-1","2","-3","1","0","0","0","0","0","0","64","2012","2015","2017-03-20 20:24:33"
"7191","Northmount School","14020 - 88A Street","","Edmonton","AB","T5E3J4","(780) 475-5162","(780) 476-5116","northmount@epsb.ca","http://northmount.epsb.ca","0","0","0","0","Public","53.603423537354","-113.47678777249","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","18","-6","16","7","32","20","27","0","0","0","0","0","0","114","2012","2015","2017-03-20 20:24:33"
"7192","Afton School","16604 - 91 Avenue","","Edmonton","AB","T5R5A4","(780) 484-3263","(780) 486-1791","afton@epsb.ca","http://afton.epsb.ca","0","0","0","0","Public","53.526570423094","-113.60987006113","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","8","12","2","5","-6","-14","-13","0","0","0","0","0","0","-6","2012","2015","2017-03-20 20:24:33"
"7193","Clara Tyner School","9420 Ottewell Road","","Edmonton","AB","T6B2E2","(780) 469-5339","(780) 468-5110","claratyner@epsb.ca","http://claratyner.epsb.ca","0","0","0","0","Public","53.5311018","-113.4354203","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","4","1","2","-3","0","-2","2","0","0","0","0","0","0","4","2012","2015","2017-03-20 20:24:33"
"7194","Delwood School","7315 Delwood Road","","Edmonton","AB","T5C3A9","(780) 476-3969","(780) 478-1586","delwood@epsb.ca","http://delwood.epsb.ca","0","0","0","0","Public","53.5964366","-113.4553387","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","3","-12","-3","-15","-4","-14","-6","0","0","0","0","0","0","-51","2012","2015","2017-03-20 20:24:33"
"7195","McKee School","10725 - 51 Avenue","","Edmonton","AB","T6H0L3","(780) 435-7140","(780) 436-1405","mckee@epsb.ca","","0","0","0","0","Public","53.487674622503","-113.50910438889","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","21","11","10","-2","9","11","6","0","0","0","0","0","0","66","2012","2015","2017-03-20 20:24:33"
"7196","Rundle School","11005 - 34 Street","","Edmonton","AB","T5W1Y7","(780) 471-6100","(780) 474-6825","rundle@epsb.ca","http://rundle.epsb.ca","0","0","0","0","Public","53.563395027928","-113.39301118916","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","2","-8","-1","1","-4","-8","3","0","0","0","0","0","0","-15","2012","2015","2017-03-20 20:24:33"
"7197","Westbrook School","11915 - 40 Avenue","","Edmonton","AB","T6J0S1","(780) 438-4200","(780) 437-7110","westbrook@epsb.ca","http://westbrook.epsb.ca","0","0","0","0","Public","53.475823016036","-113.54000006131","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-14","3","-1","5","13","-7","-3","0","0","0","0","0","0","-4","2012","2015","2017-03-20 20:24:33"
"7198","York School","13915 - 61 Street","","Edmonton","AB","T5A1P3","(780) 476-6336","(780) 472-3512","york@epsb.ca","http://york.epsb.net","0","0","0","0","Public","53.6017335","-113.4351495","0","Edmonton School District No. 7","One Kingsway","Centre for Education","Edmonton","AB","T5H4G9","(780) 429-8000","","","http://www.epsb.ca","0","0","0","0","2017-03-20 22:01:19","3020","-2","1","0","16","-9","0","2","0","0","0","0","0","0","8","2012","2015","2017-03-20 20:24:33"
